year,simulation_step,scenario,scenario_label,calibration_mode,domain,domain_label,goal_clarity,route_domain_applicability,licensed_ordering_available,route,route_label,foundation_level,generation_strength,prediction_strength,evaluator_independence,evaluator_reliability,evaluator_grounding,evaluator_strength,belief_update_strength,calibration_quality,evidential_support,raw_claim_strength,evidence_licensed_claim,final_claim_strength,raw_claim_level,licensed_claim_level,final_claim_level,claim_gap,overclaim_gap,claim_calibration_accuracy,evidence_bottleneck_index,truth_probability,license_rate,true_licensed_claims,overclaim_rate,false_discovery_burden,raw_licensed_discovery_utility,licensed_discovery_utility,cost,cost_normalized_utility,mc_std_licensed_discovery_utility,mc_sem_licensed_discovery_utility
2026,1,base_model_scaling,Base model-only scaling,imperfect,biology,Biology,0.58,0.8200000000000002,1.0,specialized_foundation_model,Specialized foundation model,0.46,0.5850246174141115,0.9088227051127683,0.58416852222848,0.6082439629839498,0.5746779810923566,0.5888206515989405,0.5874584781918728,0.6947670061992534,0.6760940707551107,0.815048195010637,0.815048195010637,0.815048195010637,4,4,4,0.0,0,1.0,0.4111793484010596,0.4997531199962312,0.5518771647661905,0.09469822465183325,0.03890715479154731,0.006573914620209875,0.047049418472357815,0.038580523147333415,0.58352,0.06611688227881377,0.0009935752415989314,8.782047386920833e-05
2026,1,base_model_scaling,Base model-only scaling,imperfect,biology,Biology,0.58,0.7799999999999999,1.0,llm_research_assistant,Human-led LLM assistant,0.46,0.7909380448506631,0.5667776156777653,0.4644714338717201,0.5040772338421133,0.5091830564622724,0.49209708014223186,0.5458516496170679,0.5951884200811473,0.5759464883037115,0.7888404343377771,0.7211671618163518,0.7533929329499265,4,4,4,0.06767327252142524,0,0.5237658096714097,0.507902919857768,0.38826795886058957,0.48185879068643456,0.09226188142695262,0.1105324177977861,0.030404235245743594,0.003361324857639274,0.002621833388958634,0.34680000000000005,0.00756007320922328,0.0013412172785039786,0.00011854797908434119
2026,1,base_model_scaling,Base model-only scaling,imperfect,biology,Biology,0.58,0.9000000000000002,1.0,multi_agent_coscientist,Multi-agent co-scientist,0.46,0.8966972739605765,0.6524857230608663,0.4957761227875594,0.5461141897079027,0.5509639716609319,0.5303028245204314,0.7204363389424517,0.6283282298806682,0.676443773256515,0.9124736876812993,0.841125807497144,0.8730268518080526,5,4,5,0.07134788018415528,1,0.5529288422949881,0.4696971754795685,0.46813294363269886,0.4961063331133532,0.12905661294015008,0.11832421048251403,0.03379185843474676,0.023909250393446137,0.021518325354101524,0.49535999999999986,0.04343977179041812,0.0016635631578287302,0.00014703959872910022
2026,1,base_model_scaling,Base model-only scaling,imperfect,biology,Biology,0.58,0.5999999999999999,1.0,ai_scientist_pipeline,End-to-end AI scientist pipeline,0.46,0.9235063487595889,0.6387043314160934,0.4212462597562433,0.4882229809586647,0.49888484161859,0.4680993949717973,0.6729719273966156,0.4816856027956614,0.6373975657815698,0.9634837295535881,0.7682466249920872,0.8807296362336576,6,4,5,0.19523710456150084,1,0.42388333046018206,0.5319006050282027,0.41588630890730816,0.42462950732350035,0.10728004358215902,0.1690752327598866,0.06270191717192292,-0.02845686676216643,-0.017074120057299857,0.4394600000000002,-0.03885250092681895,0.0016581402354197434,0.00014656027557794486
2026,1,base_model_scaling,Base model-only scaling,imperfect,biology,Biology,0.58,0.22000000000000008,1.0,algorithmic_math_agent,Algorithmic and mathematical discovery agent,0.46,0.8056100247582781,0.6840797183313658,0.7959341323874902,0.7841099563779499,0.730261509454683,0.7695286935136957,0.9091434432216436,0.8418784590088474,0.8099169568259709,0.8958156091537107,0.8958156091537107,0.8958156091537107,5,5,5,0.0,0,1.0,0.2304713064863043,0.6611741027726811,0.6318975001142866,0.15245276424258725,0.024051622651767163,0.0022100950989492624,0.09559724834382066,0.021031394635640542,0.3006000000000001,0.06996471934677494,0.0002852816100275015,2.521557012478281e-05
2026,1,base_model_scaling,Base model-only scaling,imperfect,biology,Biology,0.58,0.84,1.0,self_driving_laboratory,Self-driving laboratory,0.46,0.7238173816034029,0.6865172309298666,0.7086070222764854,0.7270462787230896,0.7071477465660247,0.7141659124997038,0.9424999094999644,0.766847654792411,0.746778926925157,0.8646437779469094,0.8646437779469094,0.8646437779469094,5,5,5,0.0,0,1.0,0.2858340875002962,0.5727993875175903,0.6005446535812173,0.06527241371596587,0.033002158286090655,0.002343436865481646,0.03143584894099917,0.026406113110439302,1.00648,0.026236103161949863,0.0009907490277140853,8.757066949382605e-05
2026,1,base_model_scaling,Base model-only scaling,imperfect,biology,Biology,0.58,0.8599999999999999,1.0,hybrid_calibrated_loop,Hybrid-Cal loop,0.46,0.7944011402646112,0.7363670763668164,0.6763883637874573,0.6990036781023066,0.670559123057977,0.6818389144675996,0.858620669736112,0.8933368212434816,0.7670916012898956,0.8488443889266796,0.8488443889266796,0.8488443889266796,4,4,4,0.0,0,1.0,0.3181610855324005,0.5894985117252785,0.618357117889714,0.14213403180079578,0.02289078053829951,0.003128496854219187,0.08828712147918416,0.07592692447209837,0.6101600000000003,0.12443772858282805,0.001089775496074568,9.63234554056576e-05
2026,1,base_model_scaling,Base model-only scaling,imperfect,materials,Materials,0.7200000000000001,0.8800000000000003,1.0,specialized_foundation_model,Specialized foundation model,0.46,0.5844913471956426,0.9092581674421406,0.6038957295231965,0.6313732416730156,0.6056151611508518,0.6134542407644102,0.5904145088917292,0.6980360878880418,0.6985400551645977,0.8382307503336281,0.8382307503336281,0.8382307503336281,4,4,4,0.0,0,1.0,0.38654575923558976,0.527078658659212,0.6024468990859078,0.1090273847268368,0.03911339464732852,0.006132838640602752,0.07239422180069555,0.06370691518461208,0.5600000000000003,0.11376234854395012,0.0014328503523166182,0.0001266472750685768
2026,1,base_model_scaling,Base model-only scaling,imperfect,materials,Materials,0.7200000000000001,0.5999999999999999,1.0,llm_research_assistant,Human-led LLM assistant,0.46,0.7896135942927549,0.5661156242060752,0.48274717578650483,0.5270783863803367,0.5377546294545624,0.5152510770191905,0.5486301292423028,0.5983431640868615,0.6006052724258246,0.8131957289937133,0.7686456614974311,0.7897416913078333,4,4,4,0.04455006749628217,0,0.5265419843964381,0.48474892298080946,0.4171888609636628,0.5264363341356044,0.10830442764374011,0.11743621553498904,0.03025708600537856,0.02707070274142119,0.01624242164485271,0.3399999999999999,0.04777182836721386,0.001236883695439422,0.00010932610607303645
2026,1,base_model_scaling,Base model-only scaling,imperfect,materials,Materials,0.7200000000000001,0.7200000000000001,1.0,multi_agent_coscientist,Multi-agent co-scientist,0.46,0.8965088167964301,0.6538710931059124,0.5144087291828403,0.5704952987800189,0.5804721030103169,0.554296961661433,0.7233156353993719,0.6307690166510505,0.7014941382907904,0.9359868695035807,0.8886851793046647,0.9097301781791889,5,5,5,0.04730169019891586,0,0.5550767346529245,0.4457030383385669,0.49788861324256817,0.541906850063807,0.14993078556567513,0.12501471573230136,0.033290250518548226,0.05707664480467746,0.04109518425936777,0.4800000000000002,0.0856149672070162,0.0014002775873410873,0.0001237682221940526
